,시간봉,달러지수,유가,AMD,NVDA,gal_긍정,gal_부정,gal_합계,twt_긍정,twt_부정,twt_합계,dec_긍정,dec_부정,dec_합계
2020-05-15 00:00:00,11744000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 01:00:00,11676000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 02:00:00,11616000,100.400002,31.33,54.200001,339.630005,0,0,0,1,0,1,0,0,0
2020-05-15 03:00:00,11658000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 04:00:00,11635000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 05:00:00,11642000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 06:00:00,11763000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 07:00:00,11713000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 08:00:00,11787000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,1,0,1
2020-05-15 09:00:00,11756000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 10:00:00,11720000,100.400002,31.33,54.200001,339.630005,0,0,0,0,1,1,2,0,2
2020-05-15 11:00:00,11417000,100.400002,31.33,54.200001,339.630005,1,0,1,0,0,0,0,0,0
2020-05-15 12:00:00,11428000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 13:00:00,11400000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,1,0,1
2020-05-15 14:00:00,11423000,100.400002,31.33,54.200001,339.630005,0,0,0,1,0,1,0,0,0
2020-05-15 15:00:00,11478000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,1,1,2
2020-05-15 16:00:00,11631000,100.400002,31.33,54.200001,339.630005,0,0,0,1,1,2,0,1,1
2020-05-15 17:00:00,11597000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,1,0,1
2020-05-15 18:00:00,11573000,100.400002,31.33,54.200001,339.630005,1,0,1,0,2,2,0,0,0
2020-05-15 19:00:00,11564000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 20:00:00,11551000,100.400002,31.33,54.200001,339.630005,0,0,0,1,0,1,0,0,0
2020-05-15 21:00:00,11480000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 22:00:00,11495000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-15 23:00:00,11519000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 00:00:00,11450000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 01:00:00,11467000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 02:00:00,11457000,100.400002,31.33,54.200001,339.630005,1,0,1,0,0,0,0,0,0
2020-05-16 03:00:00,11487000,100.400002,31.33,54.200001,339.630005,1,0,1,0,0,0,0,0,0
2020-05-16 04:00:00,11358000,100.400002,31.33,54.200001,339.630005,1,0,1,0,0,0,0,0,0
2020-05-16 05:00:00,11261000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 06:00:00,11440000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 07:00:00,11368000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 08:00:00,11326000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-16 09:00:00,11374000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 10:00:00,11394000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-16 11:00:00,11408000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 12:00:00,11411000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 13:00:00,11485000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 14:00:00,11458000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 15:00:00,11445000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 16:00:00,11368000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 17:00:00,11410000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-16 18:00:00,11389000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 19:00:00,11420000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 20:00:00,11396000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 21:00:00,11423000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 22:00:00,11395000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-16 23:00:00,11379000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-17 00:00:00,11328000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 01:00:00,11332000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 02:00:00,11273000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 03:00:00,11238000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-17 04:00:00,11300000,100.400002,31.33,54.200001,339.630005,0,1,1,0,0,0,0,0,0
2020-05-17 05:00:00,11338000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 06:00:00,11329000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 07:00:00,11357000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 08:00:00,11318000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 09:00:00,11416000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 10:00:00,11420000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 11:00:00,11453000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 12:00:00,11493000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 13:00:00,11451000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 14:00:00,11439000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 15:00:00,11476000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 16:00:00,11462000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 17:00:00,11435000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 18:00:00,11428000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 19:00:00,11456000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 20:00:00,11439000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 21:00:00,11684000,100.400002,31.33,54.200001,339.630005,1,2,3,0,0,0,0,0,0
2020-05-17 22:00:00,11683000,100.400002,31.33,54.200001,339.630005,0,0,0,0,0,0,0,0,0
2020-05-17 23:00:00,11750000,100.400002,31.33,54.200001,339.630005,1,1,2,0,0,0,0,0,0
2020-05-18 00:00:00,11748000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 01:00:00,11649000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 02:00:00,11697000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 03:00:00,11700000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 04:00:00,11720000,99.66999799999999,33.169998,54.59,350.01001,0,1,1,0,1,1,0,0,0
2020-05-18 05:00:00,11670000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 06:00:00,11700000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 07:00:00,11626000,99.66999799999999,33.169998,54.59,350.01001,0,1,1,0,0,0,0,0,0
2020-05-18 08:00:00,11614000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,2,0,2,0,0,0
2020-05-18 09:00:00,11730000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,1,0,1
2020-05-18 10:00:00,11850000,99.66999799999999,33.169998,54.59,350.01001,1,1,2,1,0,1,1,0,1
2020-05-18 11:00:00,11788000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,0,0,0,0,0,0
2020-05-18 12:00:00,11785000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 13:00:00,11810000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,0,0,0,0,0,0
2020-05-18 14:00:00,11795000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,2,0,2,1,0,1
2020-05-18 15:00:00,11694000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,0,0,0,0,0,0
2020-05-18 16:00:00,11707000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,1,0,1
2020-05-18 17:00:00,11542000,99.66999799999999,33.169998,54.59,350.01001,2,1,3,0,0,0,0,0,0
2020-05-18 18:00:00,11525000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,1,0,1,0,0,0
2020-05-18 19:00:00,11588000,99.66999799999999,33.169998,54.59,350.01001,1,0,1,0,0,0,0,0,0
2020-05-18 20:00:00,11589000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,2,2,0,0,0
2020-05-18 21:00:00,11616000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,1,0,1,0,0,0
2020-05-18 22:00:00,11603000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-18 23:00:00,11648000,99.66999799999999,33.169998,54.59,350.01001,0,0,0,0,0,0,0,0,0
2020-05-19 00:00:00,11610000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 01:00:00,11590000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 02:00:00,11574000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 03:00:00,11624000,99.370003,33.419998,55.470001,352.220001,0,1,1,0,0,0,0,0,0
2020-05-19 04:00:00,11658000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 05:00:00,11644000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 06:00:00,11650000,99.370003,33.419998,55.470001,352.220001,0,1,1,0,0,0,0,0,0
2020-05-19 07:00:00,11702000,99.370003,33.419998,55.470001,352.220001,0,1,1,0,0,0,0,0,0
2020-05-19 08:00:00,11686000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,1,0,1
2020-05-19 09:00:00,11616000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 10:00:00,11620000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,1,0,1
2020-05-19 11:00:00,11590000,99.370003,33.419998,55.470001,352.220001,1,1,2,0,0,0,0,0,0
2020-05-19 12:00:00,11512000,99.370003,33.419998,55.470001,352.220001,1,0,1,0,0,0,0,0,0
2020-05-19 13:00:00,11491000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 14:00:00,11577000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,3,0,3
2020-05-19 15:00:00,11559000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 16:00:00,11545000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 17:00:00,11797000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 18:00:00,11741000,99.370003,33.419998,55.470001,352.220001,0,1,1,0,0,0,0,0,0
2020-05-19 19:00:00,11730000,99.370003,33.419998,55.470001,352.220001,4,0,4,0,0,0,0,0,0
2020-05-19 20:00:00,11682000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,0,0,0,0,0
2020-05-19 21:00:00,11583000,99.370003,33.419998,55.470001,352.220001,0,0,0,1,0,1,0,0,0
2020-05-19 22:00:00,11640000,99.370003,33.419998,55.470001,352.220001,0,0,0,0,1,1,0,0,0
2020-05-19 23:00:00,11645000,99.370003,33.419998,55.470001,352.220001,2,2,4,0,1,1,0,0,0
2020-05-20 00:00:00,11633000,99.120003,34.82,56.389999,358.799988,2,0,2,0,0,0,0,0,0
2020-05-20 01:00:00,11666000,99.120003,34.82,56.389999,358.799988,1,0,1,0,0,0,0,0,0
2020-05-20 02:00:00,11627000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 03:00:00,11670000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 04:00:00,11618000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 05:00:00,11670000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 06:00:00,11667000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 07:00:00,11707000,99.120003,34.82,56.389999,358.799988,0,1,1,0,0,0,0,0,0
2020-05-20 08:00:00,11728000,99.120003,34.82,56.389999,358.799988,0,1,1,0,0,0,1,0,1
2020-05-20 09:00:00,11699000,99.120003,34.82,56.389999,358.799988,0,0,0,1,0,1,1,0,1
2020-05-20 10:00:00,11707000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 11:00:00,11713000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,2,0,2
2020-05-20 12:00:00,11715000,99.120003,34.82,56.389999,358.799988,0,1,1,0,0,0,0,0,0
2020-05-20 13:00:00,11688000,99.120003,34.82,56.389999,358.799988,0,0,0,2,0,2,0,0,0
2020-05-20 14:00:00,11700000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 15:00:00,11680000,99.120003,34.82,56.389999,358.799988,0,0,0,1,1,2,1,0,1
2020-05-20 16:00:00,11711000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,1,1,2
2020-05-20 17:00:00,11738000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 18:00:00,11740000,99.120003,34.82,56.389999,358.799988,2,0,2,0,0,0,0,0,0
2020-05-20 19:00:00,11738000,99.120003,34.82,56.389999,358.799988,1,1,2,0,0,0,0,0,0
2020-05-20 20:00:00,11699000,99.120003,34.82,56.389999,358.799988,0,1,1,0,0,0,0,0,0
2020-05-20 21:00:00,11717000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 22:00:00,11730000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-20 23:00:00,11728000,99.120003,34.82,56.389999,358.799988,0,0,0,0,0,0,0,0,0
2020-05-21 00:00:00,11427000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 01:00:00,11507000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 02:00:00,11554000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 03:00:00,11553000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 04:00:00,11576000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 05:00:00,11620000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 06:00:00,11590000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 07:00:00,11538000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 08:00:00,11516000,99.370003,35.0,54.650002,351.01001,1,0,1,0,0,0,1,0,1
2020-05-21 09:00:00,11577000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,3,1,4
2020-05-21 10:00:00,11534000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 11:00:00,11493000,99.370003,35.0,54.650002,351.01001,0,0,0,1,1,2,0,0,0
2020-05-21 12:00:00,11485000,99.370003,35.0,54.650002,351.01001,0,1,1,1,0,1,0,0,0
2020-05-21 13:00:00,11502000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 14:00:00,11519000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 15:00:00,11510000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 16:00:00,11454000,99.370003,35.0,54.650002,351.01001,0,1,1,0,0,0,0,1,1
2020-05-21 17:00:00,11387000,99.370003,35.0,54.650002,351.01001,1,1,2,0,0,0,0,0,0
2020-05-21 18:00:00,11300000,99.370003,35.0,54.650002,351.01001,2,1,3,2,0,2,0,0,0
2020-05-21 19:00:00,11379000,99.370003,35.0,54.650002,351.01001,0,0,0,0,1,1,0,0,0
2020-05-21 20:00:00,11388000,99.370003,35.0,54.650002,351.01001,1,0,1,0,0,0,0,0,0
2020-05-21 21:00:00,11364000,99.370003,35.0,54.650002,351.01001,0,0,0,0,0,0,0,0,0
2020-05-21 22:00:00,11269000,99.370003,35.0,54.650002,351.01001,0,0,0,1,0,1,0,0,0
2020-05-21 23:00:00,11000000,99.370003,35.0,54.650002,351.01001,0,1,1,0,0,0,0,0,0
2020-05-22 00:00:00,11034000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 01:00:00,11093000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 02:00:00,11002000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 03:00:00,10807000,99.860001,34.630001,55.169998,361.049988,1,0,1,0,0,0,0,0,0
2020-05-22 04:00:00,11069000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 05:00:00,11059000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 06:00:00,11131000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 07:00:00,11199000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 08:00:00,11094000,99.860001,34.630001,55.169998,361.049988,1,0,1,1,0,1,1,0,1
2020-05-22 09:00:00,10990000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-22 10:00:00,11139000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,1,0,1
2020-05-22 11:00:00,11037000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 12:00:00,10938000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 13:00:00,10937000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,1,0,1
2020-05-22 14:00:00,11002000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,1,0,1
2020-05-22 15:00:00,11052000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 16:00:00,11053000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,2,0,2
2020-05-22 17:00:00,11054000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 18:00:00,11082000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-22 19:00:00,11176000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 20:00:00,11152000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 21:00:00,11150000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 22:00:00,11077000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-22 23:00:00,11101000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 00:00:00,11178000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 01:00:00,11216000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-23 02:00:00,11181000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-23 03:00:00,11176000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 04:00:00,11142000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 05:00:00,11162000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 06:00:00,11155000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 07:00:00,11147000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 08:00:00,11122000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 09:00:00,11222000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 10:00:00,11202000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 11:00:00,11240000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-23 12:00:00,11260000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 13:00:00,11223000,99.860001,34.630001,55.169998,361.049988,2,0,2,0,0,0,0,0,0
2020-05-23 14:00:00,11229000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 15:00:00,11191000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-23 16:00:00,11222000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 17:00:00,11165000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 18:00:00,11098000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 19:00:00,11108000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 20:00:00,11145000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 21:00:00,11075000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-23 22:00:00,11119000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,0,0,0
2020-05-23 23:00:00,11145000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 00:00:00,11126000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-24 01:00:00,11126000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,0,0,0
2020-05-24 02:00:00,11134000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 03:00:00,11119000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 04:00:00,11133000,99.860001,34.630001,55.169998,361.049988,0,1,1,0,0,0,0,0,0
2020-05-24 05:00:00,11189000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 06:00:00,11187000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 07:00:00,11189000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 08:00:00,11132000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 09:00:00,11162000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 10:00:00,11115000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 11:00:00,11149000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 12:00:00,11144000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,0,0,0
2020-05-24 13:00:00,11157000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 14:00:00,11140000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 15:00:00,11198000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 16:00:00,11175000,99.860001,34.630001,55.169998,361.049988,1,0,1,0,1,1,0,0,0
2020-05-24 17:00:00,11192000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,0,0,0
2020-05-24 18:00:00,11212000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 19:00:00,11204000,99.860001,34.630001,55.169998,361.049988,1,0,1,0,0,0,0,0,0
2020-05-24 20:00:00,11068000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 21:00:00,11101000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-24 22:00:00,11000000,99.860001,34.630001,55.169998,361.049988,0,1,1,2,0,2,0,0,0
2020-05-24 23:00:00,10970000,99.860001,34.630001,55.169998,361.049988,1,0,1,1,0,1,0,0,0
2020-05-25 00:00:00,10993000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,1,1,0,0,0
2020-05-25 01:00:00,10858000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 02:00:00,10856000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,1,1,0,0,0
2020-05-25 03:00:00,10853000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,0,1,0,0,0
2020-05-25 04:00:00,10933000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 05:00:00,10937000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 06:00:00,11011000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 07:00:00,10982000,99.860001,34.630001,55.169998,361.049988,1,0,1,0,0,0,0,0,0
2020-05-25 08:00:00,10655000,99.860001,34.630001,55.169998,361.049988,2,0,2,0,0,0,1,0,1
2020-05-25 09:00:00,10756000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 10:00:00,10747000,99.860001,34.630001,55.169998,361.049988,0,0,0,1,1,2,0,0,0
2020-05-25 11:00:00,10745000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,1,0,1
2020-05-25 12:00:00,10717000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
2020-05-25 13:00:00,10739000,99.860001,34.630001,55.169998,361.049988,0,0,0,0,0,0,0,0,0
